NombreDeUsuario,Ciudad,Fecha/Hora,Temperatura_C,Condicion_Clima,Humedad_Porcentaje,Viento_kmh
TOMAS,Buenos aires,2026-05-25 17:44:07,15.18,nubes dispersas,79,2.06
